"Hex","Dec","InvDec","Symbol","Description"
"8007030B","-2147024117","2147943179","ERROR_MEMORY_HARDWARE",""
"8007030C","-2147024116","2147943180","ERROR_DISK_REPAIR_DISABLED",""
"8007030D","-2147024115","2147943181","ERROR_INSUFFICIENT_RESOURCE_FOR_SPECIFIED_SHARED_SECTION_SIZE",""
"8007030E","-2147024114","2147943182","ERROR_SYSTEM_POWERSTATE_TRANSITION",""
"8007030F","-2147024113","2147943183","ERROR_SYSTEM_POWERSTATE_COMPLEX_TRANSITION",""
"80070310","-2147024112","2147943184","ERROR_MCA_EXCEPTION",""
"80070311","-2147024111","2147943185","ERROR_ACCESS_AUDIT_BY_POLICY",""
"80070312","-2147024110","2147943186","ERROR_ACCESS_DISABLED_NO_SAFER_UI_BY_POLICY",""
"80070313","-2147024109","2147943187","ERROR_ABANDON_HIBERFILE",""
"80070314","-2147024108","2147943188","ERROR_LOST_WRITEBEHIND_DATA_NETWORK_DISCONNECTED",""
"80070315","-2147024107","2147943189","ERROR_LOST_WRITEBEHIND_DATA_NETWORK_SERVER_ERROR",""
"80070316","-2147024106","2147943190","ERROR_LOST_WRITEBEHIND_DATA_LOCAL_DISK_ERROR",""
"80070317","-2147024105","2147943191","ERROR_BAD_MCFG_TABLE",""
"80070318","-2147024104","2147943192","ERROR_DISK_REPAIR_REDIRECTED",""
"80070319","-2147024103","2147943193","ERROR_DISK_REPAIR_UNSUCCESSFUL",""
"8007031A","-2147024102","2147943194","ERROR_CORRUPT_LOG_OVERFULL",""
"8007031B","-2147024101","2147943195","ERROR_CORRUPT_LOG_CORRUPTED",""
"8007031C","-2147024100","2147943196","ERROR_CORRUPT_LOG_UNAVAILABLE",""
"8007031D","-2147024099","2147943197","ERROR_CORRUPT_LOG_DELETED_FULL",""
"8007031E","-2147024098","2147943198","ERROR_CORRUPT_LOG_CLEARED",""
"8007031F","-2147024097","2147943199","ERROR_ORPHAN_NAME_EXHAUSTED",""
"80070320","-2147024096","2147943200","ERROR_OPLOCK_SWITCHED_TO_NEW_HANDLE",""
"80070321","-2147024095","2147943201","ERROR_CANNOT_GRANT_REQUESTED_OPLOCK",""
"80070322","-2147024094","2147943202","ERROR_CANNOT_BREAK_OPLOCK",""
"80070323","-2147024093","2147943203","ERROR_OPLOCK_HANDLE_CLOSED",""
"80070324","-2147024092","2147943204","ERROR_NO_ACE_CONDITION",""
"80070325","-2147024091","2147943205","ERROR_INVALID_ACE_CONDITION",""
"80070326","-2147024090","2147943206","ERROR_FILE_HANDLE_REVOKED",""
"80070327","-2147024089","2147943207","ERROR_IMAGE_AT_DIFFERENT_BASE",""
"80070328","-2147024088","2147943208","ERROR_ENCRYPTED_IO_NOT_POSSIBLE",""
"80070329","-2147024087","2147943209","ERROR_FILE_METADATA_OPTIMIZATION_IN_PROGRESS",""
"8007032A","-2147024086","2147943210","ERROR_QUOTA_ACTIVITY",""
"8007032B","-2147024085","2147943211","ERROR_HANDLE_REVOKED",""
"8007032C","-2147024084","2147943212","ERROR_CALLBACK_INVOKE_INLINE",""
"8007032D","-2147024083","2147943213","ERROR_CPU_SET_INVALID",""
"800703E2","-2147023902","2147943394","ERROR_EA_ACCESS_DENIED","Access to the extended attribute was denied."
"800703E3","-2147023901","2147943395","ERROR_OPERATION_ABORTED","The I/O operation has been aborted because of either a thread exit or an application request."
"800703E4","-2147023900","2147943396","ERROR_IO_INCOMPLETE","Overlapped I/O event is not in a signaled state."
"800703E5","-2147023899","2147943397","ERROR_IO_PENDING","Overlapped I/O operation is in progress."
"800703E6","-2147023898","2147943398","ERROR_NOACCESS","Invalid access to memory location."
"800703E7","-2147023897","2147943399","Error_Swaperror","Error performing inpage operation."
"800703E9","-2147023895","2147943401","ERROR_STACK_OVERFLOW","Recursion too deep."
"800703EA","-2147023894","2147943402","ERROR_INVALID_MESSAGE","The window cannot act on the sent message."
"800703EB","-2147023893","2147943403","ERROR_CAN_NOT_COMPLETE","Cannot complete this function."
"800703EC","-2147023892","2147943404","ERROR_INVALID_FLAGS","Invalid flags."
"800703ED","-2147023891","2147943405","ERROR_UNRECOGNIZED_VOLUME","The volume does not contain a recognized file system. Please make sure that all required file system drivers are loaded and that the volume is not corrupt."
"800703EE","-2147023890","2147943406","ERROR_FILE_INVALID","The volume for a file has been externally altered such that the opened file is no longer valid."
"800703EF","-2147023889","2147943407","ERROR_FULLSCREEN_MODE","The requested operation cannot be performed in full-screen mode."
"800703F0","-2147023888","2147943408","ERROR_NO_TOKEN","An attempt was made to reference a token that does not exist."
"800703F1","-2147023887","2147943409","ERROR_BADDB","The configuration registry database is corrupt."
"800703F2","-2147023886","2147943410","ERROR_BADKEY","The configuration registry key is invalid."
"800703F3","-2147023885","2147943411","ERROR_CANTOPEN","The configuration registry key could not be opened."
"800703F4","-2147023884","2147943412","ERROR_CANTREAD","The configuration registry key could not be read."
"800703F5","-2147023883","2147943413","ERROR_CANTWRITE","The configuration registry key could not be written."
"800703F6","-2147023882","2147943414","ERROR_REGISTRY_RECOVERED","One of the files in the Registry database had to be recovered by use of a log or alternate copy."
"800703F7","-2147023881","2147943415","ERROR_REGISTRY_CORRUPT","The Registry is corrupt. The structure of one of the files that contains Registry data is corrupt."
"800703F8","-2147023880","2147943416","ERROR_REGISTRY_IO_FAILED","An I/O operation initiated by the Registry failed unrecoverably. The Registry could not read in."
"800703F9","-2147023879","2147943417","ERROR_NOT_REGISTRY_FILE","The system has attempted to load or restore a file into the Registry."
"800703FA","-2147023878","2147943418","ERROR_KEY_DELETED","Illegal operation attempted on a Registry key which has been marked for deletion."
"800703FB","-2147023877","2147943419","ERROR_NO_LOG_SPACE","System could not allocate the required space in a Registry log."
"800703FC","-2147023876","2147943420","ERROR_KEY_HAS_CHILDREN","Cannot create a symbolic link in a Registry key that already has subkeys or values."
"800703FD","-2147023875","2147943421","ERROR_CHILD_MUST_BE_VOLATILE","Cannot create a stable subkey under a volatile parent key."
"800703FE","-2147023874","2147943422","ERROR_NOTIFY_ENUM_DIR","A notify change request is being completed and the information is not being returned in the caller's buffer. The caller now needs to enumerate the files to find the changes."
"8007041B","-2147023845","2147943451","ERROR_DEPENDENT_SERVICES_RUNNING","A stop control has been sent to a service which other running services are dependent on."
"8007041C","-2147023844","2147943452","ERROR_INVALID_SERVICE_CONTROL","The requested control is not valid for this service."
"8007041D","-2147023843","2147943453","ERROR_SERVICE_REQUEST_TIMEOUT","The service did not respond to the start or control request in a timely fashion."
"8007041E","-2147023842","2147943454","ERROR_SERVICE_NO_THREAD","A thread could not be created for this service."
"8007041F","-2147023841","2147943455","ERROR_SERVICE_DATABASE_LOCKED","The service database is locked."
"80070420","-2147023840","2147943456","ERROR_SERVICE_ALREADY_RUNNING","An instance of the service is already running."
"80070421","-2147023839","2147943457","ERROR_INVALID_SERVICE_ACCOUNT","The account name is invalid or does not exist."
"80070422","-2147023838","2147943458","ERROR_SERVICE_DISABLED","The specified service is disabled and cannot be started."
"80070423","-2147023837","2147943459","ERROR_CIRCULAR_DEPENDENCY","Circular service dependency was specified."
"80070424","-2147023836","2147943460","ERROR_SERVICE_DOES_NOT_EXIST","The specified service does not exist as an installed service."
"80070425","-2147023835","2147943461","ERROR_SERVICE_CANNOT_ACCEPT_CTRL","The service cannot accept control messages at this time."
"80070426","-2147023834","2147943462","ERROR_SERVICE_NOT_ACTIVE","The service has not been started."
"80070427","-2147023833","2147943463","ERROR_FAILED_SERVICE_CONTROLLER_CONNECT","The service process could not connect to the service controller."
"80070428","-2147023832","2147943464","ERROR_EXCEPTION_IN_SERVICE","An exception occurred in the service when handling the control request."
"80070429","-2147023831","2147943465","ERROR_DATABASE_DOES_NOT_EXIST","The database specified does not exist."
"8007042A","-2147023830","2147943466","ERROR_SERVICE_SPECIFIC_ERROR","The service has returned a service-specific error code."
"8007042B","-2147023829","2147943467","ERROR_PROCESS_ABORTED","The process terminated unexpectedly."
"8007042C","-2147023828","2147943468","ERROR_SERVICE_DEPENDENCY_FAIL","The dependency service or group failed to start."
"8007042D","-2147023827","2147943469","ERROR_SERVICE_LOGON_FAILED","The service did not start due to a logon failure."
"8007042E","-2147023826","2147943470","ERROR_SERVICE_START_HANG","After starting."
"8007042F","-2147023825","2147943471","ERROR_INVALID_SERVICE_LOCK","The specified service database lock is invalid."
"80070430","-2147023824","2147943472","ERROR_SERVICE_MARKED_FOR_DELETE","The specified service has been marked for deletion."
"80070431","-2147023823","2147943473","ERROR_SERVICE_EXISTS","The specified service already exists."
"80070432","-2147023822","2147943474","ERROR_ALREADY_RUNNING_LKG","The system is currently running with the last-known-good configuration."
"80070433","-2147023821","2147943475","ERROR_SERVICE_DEPENDENCY_DELETED","The dependency service does not exist or has been marked for deletion."
"80070434","-2147023820","2147943476","ERROR_BOOT_ALREADY_ACCEPTED","The current boot has already been accepted for use as the last-known-good control set."
"80070435","-2147023819","2147943477","ERROR_SERVICE_NEVER_STARTED","No attempts to start the service have been made since the last boot."
"80070436","-2147023818","2147943478","ERROR_DUPLICATE_SERVICE_NAME","The name is already in use as either a service name or a service display name."
"80070437","-2147023817","2147943479","Error_Different_Service_Account","The account specified for this service is different from the account specified for other services running in the same process."
"80070438","-2147023816","2147943480","ERROR_CANNOT_DETECT_DRIVER_FAILURE",""
"80070439","-2147023815","2147943481","ERROR_CANNOT_DETECT_PROCESS_ABORT",""
"8007043A","-2147023814","2147943482","ERROR_NO_RECOVERY_PROGRAM",""
"8007043B","-2147023813","2147943483","ERROR_SERVICE_NOT_IN_EXE","The executable program that this service is configured to run does not implement the service. netsvcs registry value in HKLM\Software\Microsoft\WindowsNT\CurrentVersion\Svchost registry key should contain the service names that can be run in that service host. On XP and Windows 2003."
"8007043C","-2147023812","2147943484","ERROR_NOT_SAFEBOOT_SERVICE",""
"8007044C","-2147023796","2147943500","ERROR_END_OF_MEDIA","The physical end of the tape has been reached."
"8007044D","-2147023795","2147943501","ERROR_FILEMARK_DETECTED","A tape access reached a filemark."
"8007044E","-2147023794","2147943502","ERROR_BEGINNING_OF_MEDIA","Beginning of tape or partition was encountered."
"8007044F","-2147023793","2147943503","ERROR_SETMARK_DETECTED","A tape access reached the end of a set of files."
"80070450","-2147023792","2147943504","ERROR_NO_DATA_DETECTED","No more data is on the tape."
"80070451","-2147023791","2147943505","ERROR_PARTITION_FAILURE","Tape could not be partitioned."
"80070452","-2147023790","2147943506","ERROR_INVALID_BLOCK_LENGTH","When accessing a new tape of a multivolume partition."
"80070453","-2147023789","2147943507","ERROR_DEVICE_NOT_PARTITIONED","Tape partition information could not be found when loading a tape."
"80070454","-2147023788","2147943508","ERROR_UNABLE_TO_LOCK_MEDIA","Unable to lock the media eject mechanism."
"80070455","-2147023787","2147943509","ERROR_UNABLE_TO_UNLOAD_MEDIA","Unable to unload the media."
"80070456","-2147023786","2147943510","ERROR_MEDIA_CHANGED","Media in drive may have changed."
"80070457","-2147023785","2147943511","ERROR_BUS_RESET","The I/O bus was reset."
"80070458","-2147023784","2147943512","ERROR_NO_MEDIA_IN_DRIVE","No media in drive."
"80070459","-2147023783","2147943513","ERROR_NO_UNICODE_TRANSLATION","No mapping for the Unicode character exists in the target multi-byte code page."
"8007045A","-2147023782","2147943514","ERROR_DLL_INIT_FAILED","A dynamic link library (DLL) initialization routine failed."
"8007045B","-2147023781","2147943515","ERROR_SHUTDOWN_IN_PROGRESS","A system shutdown is in progress."
"8007045C","-2147023780","2147943516","ERROR_NO_SHUTDOWN_IN_PROGRESS","Unable to abort the system shutdown because no shutdown was in progress."
"8007045D","-2147023779","2147943517","ERROR_IO_DEVICE","The request could not be performed because of an I/O device error."
"8007045E","-2147023778","2147943518","ERROR_SERIAL_NO_DEVICE","No serial device was successfully initialized."
"8007045F","-2147023777","2147943519","ERROR_IRQ_BUSY","Unable to open a device that was sharing an interrupt request (IRQ) with other devices. At least one other device that uses that IRQ was already opened."
"80070460","-2147023776","2147943520","ERROR_MORE_WRITES","A serial I/O operation was completed by another write to the serial port. (The IOCTL_SERIAL_XOFF_COUNTER reached zero.)."
"80070461","-2147023775","2147943521","ERROR_COUNTER_TIMEOUT","A serial I/O operation completed because the time-out period expired. (The IOCTL_SERIAL_XOFF_COUNTER did not reach zero.)."
"80070462","-2147023774","2147943522","ERROR_FLOPPY_ID_MARK_NOT_FOUND","No ID address mark was found on the floppy disk."
"80070463","-2147023773","2147943523","ERROR_FLOPPY_WRONG_CYLINDER","Mismatch between the floppy disk sector ID field and the floppy disk controller track address."
"80070464","-2147023772","2147943524","ERROR_FLOPPY_UNKNOWN_ERROR","The floppy disk controller reported an error that is not recognized by the floppy disk driver."
"80070465","-2147023771","2147943525","ERROR_FLOPPY_BAD_REGISTERS","The floppy disk controller returned inconsistent results in its registers."
"80070466","-2147023770","2147943526","ERROR_DISK_RECALIBRATE_FAILED","While accessing the hard disk."
"80070467","-2147023769","2147943527","ERROR_DISK_OPERATION_FAILED","While accessing the hard disk."
"80070468","-2147023768","2147943528","ERROR_DISK_RESET_FAILED","While accessing the hard disk."
"80070469","-2147023767","2147943529","ERROR_EOM_OVERFLOW","Physical end of tape encountered."
"8007046A","-2147023766","2147943530","ERROR_NOT_ENOUGH_SERVER_MEMORY","Not enough server storage is available to process this command."
"8007046B","-2147023765","2147943531","ERROR_POSSIBLE_DEADLOCK","A potential deadlock condition has been detected."
"8007046C","-2147023764","2147943532","ERROR_MAPPED_ALIGNMENT","The base address or the file offset specified does not have the proper alignment."
"80070474","-2147023756","2147943540","ERROR_SET_POWER_STATE_VETOED","An attempt to change the system power state was vetoed by another application or driver."
"80070475","-2147023755","2147943541","ERROR_SET_POWER_STATE_FAILED","The system BIOS failed an attempt to change the system power state."
"80070476","-2147023754","2147943542","ERROR_TOO_MANY_LINKS","An attempt was made to create more links on a file than the file system supports."
"8007047E","-2147023746","2147943550","ERROR_OLD_WIN_VERSION","The specified program requires a newer version of Windows."
"8007047F","-2147023745","2147943551","ERROR_APP_WRONG_OS","The specified program is not a Windows or MS-DOS program."
"80070480","-2147023744","2147943552","ERROR_SINGLE_INSTANCE_APP","Cannot start more than one instance of the specified program."
"80070481","-2147023743","2147943553","ERROR_RMODE_APP","The specified program was written for an older version of Windows."
"80070482","-2147023742","2147943554","ERROR_INVALID_DLL","One of the library files needed to run this application is damaged."
"80070483","-2147023741","2147943555","ERROR_NO_ASSOCIATION","No application is associated with the specified file for this operation."
"80070484","-2147023740","2147943556","ERROR_DDE_FAIL","An error occurred in sending the command to the application."
"80070485","-2147023739","2147943557","ERROR_DLL_NOT_FOUND","One of the library files needed to run this application cannot be found."
"80070486","-2147023738","2147943558","ERROR_NO_MORE_USER_HANDLES",""
"80070487","-2147023737","2147943559","ERROR_MESSAGE_SYNC_ONLY",""
"80070488","-2147023736","2147943560","ERROR_SOURCE_ELEMENT_EMPTY",""
"80070489","-2147023735","2147943561","ERROR_DESTINATION_ELEMENT_FULL",""
"8007048A","-2147023734","2147943562","ERROR_ILLEGAL_ELEMENT_ADDRESS",""
"8007048B","-2147023733","2147943563","ERROR_MAGAZINE_NOT_PRESENT",""
"8007048C","-2147023732","2147943564","ERROR_DEVICE_REINITIALIZATION_NEEDED",""
"8007048D","-2147023731","2147943565","ERROR_DEVICE_REQUIRES_CLEANING",""
"8007048E","-2147023730","2147943566","ERROR_DEVICE_DOOR_OPEN",""
"8007048F","-2147023729","2147943567","ERROR_DEVICE_NOT_CONNECTED",""
"80070490","-2147023728","2147943568","E_PROP_ID_UNSUPPORTED","Permission denied / [Problem initializing or using session variables] or Element not found."
"80070491","-2147023727","2147943569","ERROR_NO_MATCH",""
"80070492","-2147023726","2147943570","E_PROP_SET_UNSUPPORTED",""
"80070493","-2147023725","2147943571","ERROR_POINT_NOT_FOUND",""
"80070494","-2147023724","2147943572","ERROR_NO_TRACKING_SERVICE",""
"80070495","-2147023723","2147943573","ERROR_NO_VOLUME_ID",""
"80070497","-2147023721","2147943575","ERROR_UNABLE_TO_REMOVE_REPLACED",""
"80070498","-2147023720","2147943576","ERROR_UNABLE_TO_MOVE_REPLACEMENT",""
"80070499","-2147023719","2147943577","ERROR_UNABLE_TO_MOVE_REPLACEMENT_2",""
"8007049A","-2147023718","2147943578","ERROR_JOURNAL_DELETE_IN_PROGRESS",""
"8007049B","-2147023717","2147943579","ERROR_JOURNAL_NOT_ACTIVE",""
"8007049C","-2147023716","2147943580","ERROR_POTENTIAL_FILE_FOUND",""
"8007049D","-2147023715","2147943581","ERROR_JOURNAL_ENTRY_DELETED",""
"8007049F","-2147023713","2147943583","ERROR_VRF_CFG_ENABLED",""
"800704A6","-2147023706","2147943590","ERROR_SHUTDOWN_IS_SCHEDULED",""
"800704A7","-2147023705","2147943591","ERROR_SHUTDOWN_USERS_LOGGED_ON",""
"800704B0","-2147023696","2147943600","ERROR_BAD_DEVICE","The specified device name is invalid."
"800704B1","-2147023695","2147943601","ERROR_CONNECTION_UNAVAIL","The device is not currently connected but it is a remembered connection."
"800704B2","-2147023694","2147943602","ERROR_DEVICE_ALREADY_REMEMBERED","An attempt was made to remember a device that had previously been remembered."
"800704B3","-2147023693","2147943603","ERROR_NO_NET_OR_BAD_PATH","No network provider accepted the given network path."
"800704B4","-2147023692","2147943604","ERROR_BAD_PROVIDER","The specified network provider name is invalid."
"800704B5","-2147023691","2147943605","ERROR_CANNOT_OPEN_PROFILE","Unable to open the network connection profile."
"800704B6","-2147023690","2147943606","ERROR_BAD_PROFILE","The network connection profile is corrupt."
"800704B7","-2147023689","2147943607","ERROR_NOT_CONTAINER","Cannot enumerate a non-container."
"800704B8","-2147023688","2147943608","ERROR_EXTENDED_ERROR","An extended error has occurred."
"800704B9","-2147023687","2147943609","ERROR_INVALID_GROUPNAME","The format of the specified group name is invalid."
"800704BA","-2147023686","2147943610","ERROR_INVALID_COMPUTERNAME","The format of the specified computer name is invalid."
"800704BB","-2147023685","2147943611","ERROR_INVALID_EVENTNAME","The format of the specified event name is invalid."
"800704BC","-2147023684","2147943612","ERROR_INVALID_DOMAINNAME","The format of the specified domain name is invalid."
"800704BD","-2147023683","2147943613","ERROR_INVALID_SERVICENAME","The format of the specified service name is invalid."
"800704BE","-2147023682","2147943614","ERROR_INVALID_NETNAME","The format of the specified network name is invalid."
"800704BF","-2147023681","2147943615","ERROR_INVALID_SHARENAME","The format of the specified share name is invalid."
"800704C0","-2147023680","2147943616","ERROR_INVALID_PASSWORDNAME","The format of the specified password is invalid."
"800704C1","-2147023679","2147943617","ERROR_INVALID_MESSAGENAME","The format of the specified message name is invalid."
"800704C2","-2147023678","2147943618","ERROR_INVALID_MESSAGEDEST","The format of the specified message destination is invalid."
"800704C3","-2147023677","2147943619","ERROR_SESSION_CREDENTIAL_CONFLICT","The credentials supplied conflict with an existing set of credentials."
